establecimientocodigo,establecimientoglosa,regioncodigo,regionglosa,comunacodigo,comunaglosa,serviciosaludcodigo,serviciosaludglosa,tipoestablecimiento,dependenciaadministrativa,nivelatencion,tipourgencia,latitud,longitud,nivelcomplejidad,anio,semanaestadistica,ordencausa,causa,numtotal,nummenor1anio,num1a4anios,num5a14anios,num15a64anios,num65omas,fechaatenciontexto,sexopaciente,prioridadtriage,costoatencionclp
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,6,1,influenza y neumonia,118,9,11,21,51,26,2024-02-05,F,C1,76138.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,6,2,infeccion respiratoria aguda alta,75,3,7,22,30,13,2024-02-05,M,C4,158210.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,6,3,bronquitis/bronquiolitis aguda,69,18,13,15,21,2,2024-02-05,F,C3,74622.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,6,4,crisis asmática,191,13,12,64,88,14,2024-02-05,F,C3,102444.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,6,5,insuficiencia respiratoria aguda,148,4,4,7,63,70,2024-02-05,M,C3,80952.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,6,6,covid-19 sospecha/confirmada,141,6,13,23,71,28,2024-05-02,F,C2,49083.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,6,1,influenza y neumonia,136,6,18,19,66,27,2024-05-02,M,C5,114149.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,6,2,infeccion respiratoria aguda alta,41,5,6,8,15,7,2024-02-05,M,C2,111819.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,6,3,bronquitis/bronquiolitis aguda,116,32,26,28,26,4,2024-05-02,F,C4,118188.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,6,4,crisis asmática,63,3,9,20,24,7,2024-02-05,M,Desconocido,107935.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,6,5,insuficiencia respiratoria aguda,151,6,8,9,47,81,2024-05-02,M,C3,69357.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,6,6,covid-19 sospecha/confirmada,89,4,7,19,43,16,2024-02-05,F,C3,112809.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,6,1,influenza y neumonia,199,16,22,20,85,56,2024-02-05,F,C3,153462.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,6,2,infeccion respiratoria aguda alta,61,4,9,14,24,10,2024-02-05,F,C4,143501.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,6,3,bronquitis/bronquiolitis aguda,94,21,23,16,27,7,2024-02-05,F,C3,111906.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,6,4,crisis asmática,80,5,5,26,41,3,2024-02-05,F,C3,79404.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,6,5,insuficiencia respiratoria aguda,55,1,4,3,21,26,2024-02-05,F,C3,86318.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,6,6,covid-19 sospecha/confirmada,153,10,23,25,74,21,2024-02-05,F,C4,156021.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,6,1,influenza y neumonia,47,6,2,6,21,12,2024-05-02,F,C3,107402.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,6,2,infeccion respiratoria aguda alta,178,16,23,35,76,28,2024-02-05,M,C3,42729.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,6,3,bronquitis/bronquiolitis aguda,239,69,61,43,52,14,2024-02-05,F,C5,109585.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,6,4,crisis asmática,180,6,23,58,79,14,2024-05-02,M,C5,67988.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,6,5,insuficiencia respiratoria aguda,128,6,5,10,42,65,2024-02-05,F,C1,98538.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,7,1,influenza y neumonia,153,11,18,15,73,36,2024-02-12,F,C2,106753.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,7,2,infeccion respiratoria aguda alta,99,9,16,17,42,15,2024-12-02,F,C4,115043.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,7,3,bronquitis/bronquiolitis aguda,233,65,63,39,53,13,2024-12-02,F,C3,98059.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,7,4,crisis asmática,120,6,11,31,63,9,2024-02-12,F,C1,82174.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,7,5,insuficiencia respiratoria aguda,124,5,4,8,40,67,2024-12-02,F,C4,70186.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,7,6,covid-19 sospecha/confirmada,82,6,13,18,38,7,2024-12-02,F,C2,140840.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,7,1,influenza y neumonia,48,5,5,5,18,15,2024-02-12,F,C3,55781.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,7,2,infeccion respiratoria aguda alta,74,5,10,11,33,15,2024-02-12,M,C4,111783.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,7,3,bronquitis/bronquiolitis aguda,234,72,47,46,59,10,2024-12-02,M,C5,60841.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,7,4,crisis asmática,102,8,13,13,53,15,2024-02-12,M,C3,112782.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,7,5,insuficiencia respiratoria aguda,178,5,8,9,77,79,2024-02-12,M,C4,118316.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,7,6,covid-19 sospecha/confirmada,156,9,11,26,74,36,2024-02-12,M,C2,100854.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,7,1,influenza y neumonia,100,14,11,17,35,23,2024-02-12,M,C2,70228.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,7,2,infeccion respiratoria aguda alta,50,2,5,13,24,6,2024-12-02,M,C3,121563.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,7,3,bronquitis/bronquiolitis aguda,54,13,13,11,14,3,2024-12-02,M,C1,82800.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,7,4,crisis asmática,47,2,4,12,25,4,2024-02-12,F,C4,67378.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,7,5,insuficiencia respiratoria aguda,93,1,3,7,29,53,2024-02-12,M,C3,86208.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,7,6,covid-19 sospecha/confirmada,146,7,19,27,78,15,2024-02-12,F,C4,115722.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,7,1,influenza y neumonia,141,8,13,16,62,42,2024-02-12,F,C3,119240.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,7,2,infeccion respiratoria aguda alta,162,13,20,33,72,24,2024-02-12,M,C3,69018.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,7,3,bronquitis/bronquiolitis aguda,147,42,33,27,34,11,2024-12-02,M,C1,107142.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,7,4,crisis asmática,48,3,8,7,27,3,2024-12-02,F,C4,151036.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,0.0,baja complejidad,2024,7,5,insuficiencia respiratoria aguda,52,1,2,3,23,23,2024-02-12,M,C3,52614.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,7,6,covid-19 sospecha/confirmada,186,12,26,31,84,33,2024-02-12,F,C3,116297.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,sin información,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,7,1,influenza y neumonia,74,8,3,19,27,17,2024-02-12,F,C2,131443.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,sin información,-38.7397,-72.5984,alta complejidad,2024,7,2,infeccion respiratoria aguda alta,83,9,8,17,38,11,2024-02-12,Desconocido,C5,143656.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,7,3,bronquitis/bronquiolitis aguda,214,67,48,37,54,8,2024-02-12,F,C3,136685.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,7,4,crisis asmática,61,5,9,17,25,5,2024-02-12,M,C3,92145.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,7,5,insuficiencia respiratoria aguda,193,2,13,8,59,111,2024-02-12,F,C4,130112.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,7,6,covid-19 sospecha/confirmada,211,10,19,46,103,33,2024-02-12,F,C3,110011.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,8,1,influenza y neumonia,106,7,9,18,45,27,2024-02-19,M,C3,56506.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,8,2,infeccion respiratoria aguda alta,67,7,11,12,30,7,2024-02-19,F,C3,84248.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,8,3,bronquitis/bronquiolitis aguda,72,17,14,19,18,4,2024-02-19,M,C4,123808.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,8,4,crisis asmática,71,3,12,18,31,7,2024-02-19,F,C2,132480.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,8,5,insuficiencia respiratoria aguda,179,9,4,8,67,91,2024-02-19,F,C4,83913.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,8,6,covid-19 sospecha/confirmada,238,20,31,42,116,29,2024-02-19,M,C5,94788.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,8,1,influenza y neumonia,243,23,26,36,103,55,2024-02-19,F,C2,121019.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,8,2,infeccion respiratoria aguda alta,160,13,13,25,85,24,2024-02-19,M,C4,105683.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,8,3,bronquitis/bronquiolitis aguda,190,56,54,27,44,9,2024-02-19,F,C4,97438.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,8,4,crisis asmática,201,10,26,57,92,16,2024-02-19,F,C3,98074.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,8,5,insuficiencia respiratoria aguda,127,5,6,6,39,71,2024-02-19,M,C3,91381.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,8,6,covid-19 sospecha/confirmada,103,6,15,27,43,12,2024-02-19,M,C2,63046.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,8,1,influenza y neumonia,112,7,8,13,51,33,2024-02-19,M,C3,62775.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,8,2,infeccion respiratoria aguda alta,145,14,20,31,61,19,2024-02-19,F,C2,87570.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,8,3,bronquitis/bronquiolitis aguda,174,57,37,32,42,6,2024-02-19,M,C5,102354.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,8,4,crisis asmática,96,6,14,20,50,6,2024-02-19,F,C4,95000.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,8,5,insuficiencia respiratoria aguda,91,0,1,9,33,48,2024-02-19,M,C3,54678.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,8,6,covid-19 sospecha/confirmada,206,13,33,36,88,36,2024-02-19,F,C2,132573.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,sin información,2024,8,1,influenza y neumonia,50,2,6,7,24,11,2024-02-19,M,C3,0.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,8,2,infeccion respiratoria aguda alta,52,5,8,12,20,7,2024-02-19,F,C4,109128.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,8,3,bronquitis/bronquiolitis aguda,97,33,23,9,25,7,2024-02-19,F,C4,135574.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,8,4,crisis asmática,149,7,24,34,74,10,2024-02-19,M,C2,105612.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,8,5,insuficiencia respiratoria aguda,115,4,3,6,35,67,2024-02-19,F,C3,76303.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,8,6,covid-19 sospecha/confirmada,72,6,8,16,35,7,2024-02-19,M,C4,98920.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,8,1,influenza y neumonia,99,9,12,14,33,31,2024-02-19,M,C3,123878.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,8,2,infeccion respiratoria aguda alta,201,20,24,41,89,27,2024-02-19,F,C4,101162.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,8,3,bronquitis/bronquiolitis aguda,132,34,30,28,37,3,2024-02-19,F,C2,104236.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,8,4,crisis asmática,81,3,9,27,31,11,2024-02-19,F,C4,96842.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,8,5,insuficiencia respiratoria aguda,199,5,12,14,52,116,2024-02-19,F,C4,101155.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,8,6,covid-19 sospecha/confirmada,100,12,10,18,48,12,2024-02-19,M,C3,72299.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,9,1,influenza y neumonia,212,21,32,31,85,43,2024-02-26,F,C2,127237.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,9,2,infeccion respiratoria aguda alta,114,9,9,27,56,13,2024-02-26,M,C4,66166.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,9,3,bronquitis/bronquiolitis aguda,196,67,46,34,42,7,2024-02-26,F,C3,60888.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,9,4,crisis asmática,173,5,24,49,78,17,2024-02-26,M,C4,55726.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,9,5,insuficiencia respiratoria aguda,109,2,1,4,43,59,2024-02-26,F,C4,97357.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,9,6,covid-19 sospecha/confirmada,151,16,10,29,68,28,2024-02-26,M,C4,68319.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,9,1,influenza y neumonia,162,19,15,25,57,46,2024-02-26,M,Desconocido,111659.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,9,2,infeccion respiratoria aguda alta,134,8,15,26,60,25,2024-02-26,F,C2,99634.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,9,3,bronquitis/bronquiolitis aguda,181,50,53,33,39,6,2024-02-26,M,C3,120243.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,9,4,crisis asmática,103,7,11,29,45,11,2024-02-26,M,C5,75412.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,9,5,insuficiencia respiratoria aguda,132,7,10,10,43,62,2024-02-26,M,C2,94838.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,9,6,covid-19 sospecha/confirmada,183,12,26,31,76,38,2024-02-26,F,C1,116400.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,9,1,influenza y neumonia,122,9,15,21,47,30,2024-02-26,F,C2,132684.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,9,2,infeccion respiratoria aguda alta,148,18,17,23,71,19,2024-02-26,F,C3,93305.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,9,3,bronquitis/bronquiolitis aguda,131,35,36,19,34,7,2024-02-26,F,C5,138585.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,9,4,crisis asmática,137,4,14,39,63,17,2024-02-26,M,C5,73732.0
